,hero,h_type,rel_ct,node_type,node_ct,p_rel_ct,density
5215,"SMITH, JOE",Hero,155,na,19,171.0,0.9064327485380117
5216,"SMITH, KEVIN",Hero,780,na,40,780.0,1.0
5217,"SMITH, MANDY",Hero,120,na,16,120.0,1.0
5218,"SMITH, MARTY LOUIS L",Hero,964,na,60,1770.0,0.5446327683615819
5219,"SMITH, SIR DENIS NAY",Hero,174,na,29,406.0,0.42857142857142855
5220,"SMITHSON, T.B.",Hero,171,na,19,171.0,1.0
5221,"SMITH, WANDA JO BIAL",Hero,171,na,19,171.0,1.0
5222,SMOKESCREAM/,Hero,91,na,14,91.0,1.0
5223,SMOKESCREEN/,Hero,781,na,47,1081.0,0.7224791859389454
5224,SMUGGLER II/CONRAD J,Hero,757,na,47,1081.0,0.700277520814061
5225,"SMYTHE, ALISTAIR ALP",Villain,650,na,51,1275.0,0.5098039215686274
5226,"SMYTHE, SPENCER",Hero,479,na,38,703.0,0.6813655761024182
5227,SNAGG,Hero,308,na,29,406.0,0.7586206896551724
5228,SNAKE,Hero,307,na,31,465.0,0.6602150537634408
5229,SNAKEBITE/,Hero,69,na,13,78.0,0.8846153846153846
5230,SNAKE-EYES,Hero,200,na,23,253.0,0.7905138339920948
5231,SNAKESKIN II/,Hero,105,na,15,105.0,1.0
5232,SNAPDRAGON/SHEOKE SA,Hero,949,na,45,990.0,0.9585858585858585
5233,SNARE,Hero,119,na,18,153.0,0.7777777777777778
5234,"SNIDER, DET. LOU",Hero,414,na,31,465.0,0.8903225806451613
5235,SNIPER/VON BURIAN,Hero,3,na,3,3.0,1.0
5236,"SNIPES, DET.",Hero,80,na,14,91.0,0.8791208791208791
5237,SNOWBIRD | MUTANT X-,Hero,120,na,16,120.0,1.0
5238,SNOWBIRD/NARYA/ANNE,Hero,13664,na,245,29890.0,0.45714285714285713
5239,SNOWBLIND/,Hero,83,na,14,91.0,0.9120879120879121
5240,"SNOW, CHARLIE",Hero,310,na,32,496.0,0.625
5241,SNOW QUEEN/GITTE,Hero,1,na,2,1.0,1.0
5242,"SNOW, TANDY",Hero,311,na,28,378.0,0.8227513227513228
5243,"SNOW, VICTORIA",Villain,66,na,12,66.0,1.0
5244,"SOAP, DET.",Hero,47,na,12,66.0,0.7121212121212122
5245,SOCRATES SOCK,Hero,143,na,21,210.0,0.680952380952381
5246,SODIUM,Hero,674,na,39,741.0,0.9095816464237517
5247,"SOFEN, KARL AUGUST",Hero,1711,na,59,1711.0,1.0
5248,"SOFEN, MARION",Hero,1711,na,59,1711.0,1.0
5249,SOLARR,Hero,796,na,52,1326.0,0.6003016591251885
5250,SOLAR WIND,Hero,325,na,26,325.0,1.0
5251,"SOLE, MAJOR REMINGTO",Hero,120,na,16,120.0,1.0
5252,"SOLE, RANSOME",Hero,533,na,40,780.0,0.6833333333333333
5253,SOLO/,Hero,1372,na,73,2628.0,0.5220700152207002
5254,SOMBRE,Hero,15,na,6,15.0,1.0
5255,"SOMERS, JOHNATHAN",Hero,36,na,9,36.0,1.0
5256,"SOMERS, KATHY",Hero,45,na,10,45.0,1.0
5257,"SOMMERS, APRIL",Hero,164,na,21,210.0,0.780952380952381
5258,SOMON,Hero,15,na,6,15.0,1.0
5259,"SONDHEIM, ERICA",Hero,1220,na,74,2701.0,0.45168456127360235
5260,SONIC,Hero,258,na,27,351.0,0.7350427350427351
5261,SOPHIE,Hero,760,na,48,1128.0,0.6737588652482269
5262,SORRENTINO/SORRENTIN,Hero,219,na,27,351.0,0.6239316239316239
5263,SORROW/,Hero,36,na,9,36.0,1.0
5264,SOTEIRA,Hero,32,na,9,36.0,0.8888888888888888
5265,"SOTO, BERNARD",Hero,55,na,11,55.0,1.0
5266,SOUL-EATER,Hero,210,na,21,210.0,1.0
5267,SOULFIRE/JASON MALDO,Hero,21,na,7,21.0,1.0
5268,SOUL MAN/FATHER JASO,Hero,128,na,17,136.0,0.9411764705882353
5269,SOUNDBYTE/,Hero,48,na,11,55.0,0.8727272727272727
5270,"SOUSA, PAUL",Hero,78,na,13,78.0,1.0
5271,"SOUTHERN, CANDY",Hero,5263,na,173,14878.0,0.35374378276650087
5272,SPACE PHANTOM,Villain,1044,na,64,2016.0,0.5178571428571429
5273,SPANKER/FRED HOVEL,Villain,55,na,11,55.0,1.0
5274,"SPAR, DR. KATHERINE",Hero,170,na,21,210.0,0.8095238095238095
5275,SPARK,Hero,357,na,28,378.0,0.9444444444444444
5276,"SPARROW BEAR, MELLIS",Hero,1,na,2,1.0,1.0
5277,SPARROW,Hero,384,na,31,465.0,0.8258064516129032
5278,SPARX/AURELLE,Hero,120,na,16,120.0,1.0
5279,SPAT,Hero,401,na,30,435.0,0.9218390804597701
5280,"SPAULDING, JILL",Hero,28,na,8,28.0,1.0
5281,"SPAULDING, PETER",Hero,402,na,42,861.0,0.46689895470383275
5282,SPEAR,Hero,105,na,15,105.0,1.0
5283,SPECTRA/SELENA SLATE,Hero,89,na,14,91.0,0.978021978021978
5284,"SPECTRUM, SINCLAIR",Hero,159,na,23,253.0,0.6284584980237155
5285,SPEEDBALL DOPPELGANG,Hero,6819,na,124,7626.0,0.8941778127458694
5286,SPEEDBALL II/DARRION,Hero,1794,na,106,5565.0,0.32237196765498655
5287,SPEEDBALL/ROBBIE BAL,Hero,27317,na,528,139128.0,0.19634437352653672
5288,SPEEDFREEK/SHAPPE,Hero,55,na,12,66.0,0.8333333333333334
5289,SPELLBINDER/ERICA FO,Hero,10,na,5,10.0,1.0
5290,"SPENCER, TRACY",Hero,105,na,15,105.0,1.0
5291,"SPERZEL, ANTON",Hero,15,na,6,15.0,1.0
5292,"SPETSBURO, GEN. YURI",Hero,66,na,12,66.0,1.0
5293,SPHINX,Hero,2303,na,116,6670.0,0.34527736131934034
5294,SPHINX III,Hero,45,na,10,45.0,1.0
5295,SPHINX II,Hero,735,na,50,1225.0,0.6
5296,SPIDERCIDE,Hero,1509,na,80,3160.0,0.47753164556962024
5297,SPIDER-MAN CLONE/BEN,Hero,9176,na,356,63190.0,0.14521285013451496
5298,SPIDER-MAN III/MARTH,Hero,850,na,65,2080.0,0.40865384615384615
5299,SPIDER-MAN/PETER PARKER,Hero,78309,na,1755,1539135.0,0.05087857790252317
5300,SPIDER-WOMAN DOPPELG,Hero,4201,na,93,4278.0,0.9820009350163628
5301,SPIDER-WOMAN II/JULI,Hero,19660,na,427,90951.0,0.21616035007861376
5302,SPIDER-WOMAN IV/CHAR,Hero,194,na,23,253.0,0.766798418972332
5303,SPIDER-WOMAN/JESSICA,Hero,14465,na,299,44551.0,0.3246840699423133
5304,SPIKE,Villain,21,na,7,21.0,1.0
5305,SPIKEY,Hero,379,na,29,406.0,0.9334975369458128
5306,SPINNERET,Hero,91,na,14,91.0,1.0
5307,SPIRAL,Villain,8751,na,221,24310.0,0.3599753187988482
5308,SPIRAL II/ESTELLE GE,Villain,28,na,8,28.0,1.0
5309,SPIRIT OF '76/WILLIA,Hero,91,na,14,91.0,1.0
5310,SPITE/,Hero,3,na,3,3.0,1.0
5311,SPITFIRE/LADY JACQUE,Hero,1593,na,108,5778.0,0.2757009345794392
5312,"SPITZ, BARRY",Hero,120,na,16,120.0,1.0
5313,SPLICE/CHANDRA KU,Hero,667,na,44,946.0,0.7050739957716702
5314,SPLICE II/,Hero,28,na,8,28.0,1.0
5315,SPOILSPORT/,Hero,151,na,18,153.0,0.9869281045751634
5316,SPOOKY,Hero,105,na,15,105.0,1.0
5317,SPOOR/ANDREW HAMISH,Villain,1270,na,62,1891.0,0.671602326811211
5318,SPORE,Hero,28,na,8,28.0,1.0
5319,SPOT/,Villain,117,na,16,120.0,0.975
5320,SPRAGG,Villain,748,na,49,1176.0,0.6360544217687075
5321,"SPRINGER, JERRY",Hero,105,na,15,105.0,1.0
5322,SPRITE,Hero,2713,na,109,5886.0,0.4609242269792729
5323,SPROCKET,Hero,760,na,58,1653.0,0.45977011494252873
5324,SPUNJE,Hero,3050,na,88,3828.0,0.796760710553814
5325,SPYMASTER II,Hero,482,na,36,630.0,0.765079365079365
5326,SPYMASTER/JAKE JORDA,Hero,484,na,46,1035.0,0.4676328502415459
5327,SPYNE,Hero,443,na,34,561.0,0.7896613190730838
5328,SQUID/DONNY CALLAHAN,Hero,122,na,18,153.0,0.7973856209150327
5329,SQUIRE/,Hero,325,na,26,325.0,1.0
5330,SQUIRREL GIRL/,Hero,3,na,3,3.0,1.0
5331,SSSESTHUGAR,Hero,235,na,24,276.0,0.8514492753623188
5332,SSSITH,Hero,598,na,36,630.0,0.9492063492063492
5333,SSS'LETHCOTT,Hero,15,na,6,15.0,1.0
5334,"STACY, ARTHUR",Hero,1830,na,96,4560.0,0.40131578947368424
5335,"STACY, CAPT. GEORGE",Hero,982,na,62,1891.0,0.5193019566367002
5336,"STACY, GWEN",Hero,1743,na,91,4095.0,0.4256410256410256
5337,"STACY, GWEN (CLONE)",Hero,765,na,58,1653.0,0.4627949183303085
5338,"STACY, GWEN | MUTANT",Hero,330,na,27,351.0,0.9401709401709402
5339,"STACY, HELEN",Hero,36,na,9,36.0,1.0
5340,"STACY, JILL",Hero,2939,na,159,12561.0,0.2339781864501234
5341,"STACY, NANCY",Hero,97,na,15,105.0,0.9238095238095239
5342,"STACY, PAUL",Hero,1113,na,72,2556.0,0.4354460093896714
5343,"STAHL, VERONICA",Hero,28,na,8,28.0,1.0
5344,STAINED GLASS SCARLE,Hero,110,na,17,136.0,0.8088235294117647
5345,"STALIN, JOSEF",Hero,36,na,9,36.0,1.0
5346,STALKER,Hero,15,na,6,15.0,1.0
5347,STALKING FOX,Hero,66,na,12,66.0,1.0
5348,STALLIOR,Hero,1763,na,75,2775.0,0.6353153153153153
5349,"STALYENKO, COL. YURI",Hero,412,na,35,595.0,0.692436974789916
5350,STAMPEDE/,Hero,66,na,12,66.0,1.0
5351,"STAMP, J.Q.",Hero,15,na,6,15.0,1.0
5352,"STANACHEK, FREDDIE",Hero,538,na,36,630.0,0.8539682539682539
5353,"STANCHEK, DR.",Hero,563,na,37,666.0,0.8453453453453453
5354,"STANDISH, GEN.",Hero,128,na,20,190.0,0.6736842105263158
5355,"STANE, OBADIAH",Villain,508,na,43,903.0,0.5625692137320044
5356,"STANFORD, DWIGHT ROL",Hero,214,na,24,276.0,0.7753623188405797
5357,"STANKOWICZ, FABIAN",Hero,7566,na,199,19701.0,0.3840414192172986
5358,"STANLEY, TOM",Hero,21,na,7,21.0,1.0
5359,"STAPHOS, DR. MONICA",Hero,55,na,11,55.0,1.0
5360,"STAPLES, EDNA M. GRA",Hero,1697,na,69,2346.0,0.7233589087809037
5361,STARBOLT,Hero,3991,na,124,7626.0,0.523341201153947
5362,STAR,Hero,105,na,15,105.0,1.0
5363,STARDUST/T'URIN G'AR,Hero,423,na,32,496.0,0.8528225806451613
5364,STARFOX/EROS,Hero,25158,na,464,107416.0,0.23421091829894988
5365,STAR HAMMER,Hero,231,na,22,231.0,1.0
5366,STARHAWK II/ALETA OG,Hero,331,na,29,406.0,0.8152709359605911
5367,STARHAWK/STAKAR,Hero,331,na,29,406.0,0.8152709359605911
5368,"STAR, JOAN",Hero,153,na,18,153.0,1.0
5369,"STARK, HOWARD",Hero,474,na,50,1225.0,0.38693877551020406
5370,"STARK, HOWARD | TIME",Hero,325,na,26,325.0,1.0
5371,"STARK, ISAAC",Hero,3,na,3,3.0,1.0
5372,"STARK, MARIA CARBONE",Hero,28,na,8,28.0,1.0
5373,"STARK, MARIA | TIMES",Hero,325,na,26,325.0,1.0
5374,"STARK, MORGAN",Hero,1346,na,80,3160.0,0.4259493670886076
5375,"STARR, AARON",Hero,78,na,13,78.0,1.0
5376,"STARR, JACQUELINE",Hero,78,na,13,78.0,1.0
5377,"STARR, TRIXIE TRISH",Hero,954,na,58,1653.0,0.5771324863883848
5378,STARSHINE II/BRANDY,Hero,4307,na,178,15753.0,0.27340823970037453
5379,STARSHINE III/ANARRA,Hero,249,na,25,300.0,0.83
5380,STARSHINE/LANDRA,Hero,216,na,24,276.0,0.782608695652174
5381,STAR-STALKER,Hero,452,na,41,820.0,0.551219512195122
5382,STAR THIEF II,Hero,45,na,10,45.0,1.0
5383,STAR THIEF III/DITMI,Hero,371,na,33,528.0,0.7026515151515151
5384,STAR THIEF/,Hero,1,na,2,1.0,1.0
5385,STATIC,Villain,1259,na,61,1830.0,0.6879781420765028
5386,"ST. CROIX, CARTIER",Hero,206,na,22,231.0,0.8917748917748918
5387,"ST. CROIX, CLAUDETTE",Hero,659,na,45,990.0,0.6656565656565656
5388,"ST. CROIX, LOUIS",Hero,78,na,13,78.0,1.0
5389,"ST. CROIX, NICOLE",Hero,659,na,45,990.0,0.6656565656565656
5390,STECK'EE,Hero,138,na,21,210.0,0.6571428571428571
5391,"STEED, JOHN",Hero,496,na,32,496.0,1.0
5392,"STEED, MR.",Hero,210,na,21,210.0,1.0
5393,STEEL COLLAR,Hero,144,na,19,171.0,0.8421052631578947
5394,"STEELE, BOBBY",Hero,1576,na,78,3003.0,0.5248085248085248
5395,"STEELE, MARCY MASTER",Hero,2829,na,111,6105.0,0.46339066339066337
5396,"STEELE, SIMON/WOLFGA",Hero,36,na,10,45.0,0.8
5397,STEEL SERPENT,Villain,454,na,38,703.0,0.6458036984352774
5398,STEEL SPIDER/OLLIE O,Hero,1,na,2,1.0,1.0
5399,STEEL WIND,Villain,952,na,53,1378.0,0.690856313497823
5400,STEEPLEJACK II/MAXWE,Hero,597,na,36,630.0,0.9476190476190476
5401,STEEPLEJACK,Hero,3,na,3,3.0,1.0
5402,STEGRON,Villain,233,na,28,378.0,0.6164021164021164
5403,"STEIN, EMIL",Hero,10,na,5,10.0,1.0
5404,STELLARAX,Hero,28,na,8,28.0,1.0
5405,STELLARIS/LEAH PRINC,Villain,947,na,59,1711.0,0.5534774985388662
5406,STEM,Hero,187,na,22,231.0,0.8095238095238095
5407,"STEPHANAPOULUS, COSM",Hero,174,na,20,190.0,0.9157894736842105
5408,"STERIXIAN, ALMONNAS",Hero,66,na,12,66.0,1.0
5409,"STERIXIAN, LOATIA",Hero,66,na,12,66.0,1.0
5410,STERLING,Hero,21,na,7,21.0,1.0
5411,"STERLING, SID",Hero,1,na,2,1.0,1.0
5412,"STERMAN, ANDREA ANDI",Hero,1705,na,84,3486.0,0.4890992541594951
5413,"STERNBERG, DR. BERTH",Hero,15,na,6,15.0,1.0
5414,STERN,Hero,66,na,13,78.0,0.8461538461538461
5415,"STERN, ROGER",Hero,413,na,33,528.0,0.7821969696969697
5416,"STEVENS, DR. VINCENT",Hero,12,na,6,15.0,0.8
5417,"STEVENS, MILO",Hero,179,na,20,190.0,0.9421052631578948
5418,"STEWART, MACKINLEY",Hero,94,na,19,171.0,0.5497076023391813
5419,"STEWART, MADDIE",Hero,171,na,19,171.0,1.0
5420,"STEWART, MARY",Hero,55,na,11,55.0,1.0
5421,"STEWART, TINA",Hero,171,na,19,171.0,1.0
5422,"ST. GERMAINE, COMTE",Hero,32,na,9,36.0,0.8888888888888888
5423,"ST. HUBBINS, SARI",Hero,144,na,19,171.0,0.8421052631578947
5424,STICK,Hero,232,na,33,528.0,0.4393939393939394
5425,"STILES, TATJANA",Hero,5,na,4,6.0,0.8333333333333334
5426,STILETTO,Hero,1345,na,79,3081.0,0.4365465757870821
5427,STILETTO II/,Hero,55,na,11,55.0,1.0
5428,STILT-MAN/WILBUR DAY,Hero,2906,na,138,9453.0,0.3074156352480694
5429,"STILWELL, RON",Hero,3,na,3,3.0,1.0
5430,STINGER II/,Villain,66,na,12,66.0,1.0
5431,STINGER III/,Villain,2339,na,79,3081.0,0.7591691009412529
5432,STINGER IV,Villain,231,na,22,231.0,1.0
5433,STINGER/,Villain,6,na,4,6.0,1.0
5434,STINGRAY/DR. WALTER,Hero,16255,na,287,41041.0,0.3960673472868595
5435,STINGRAY | MUTANT X-,Hero,1536,na,66,2145.0,0.7160839160839161
5436,STINKY,Hero,379,na,29,406.0,0.9334975369458128
5437,STITCH/,Hero,66,na,12,66.0,1.0
5438,"STITHY, THEODORE",Hero,28,na,8,28.0,1.0
5439,"ST. LAWRENCE, COL. C",Hero,853,na,60,1770.0,0.48192090395480225
5440,"STOCKBRIDGE, CHARLES",Hero,1711,na,59,1711.0,1.0
5441,"STOCKBRIDGE, DEANNA",Hero,1711,na,59,1711.0,1.0
5442,"STOKER, OLIVIER",Hero,15,na,6,15.0,1.0
5443,"STONE, CHANTAL",Hero,420,na,31,465.0,0.9032258064516129
5444,STONECOLD/,Hero,107,na,16,120.0,0.8916666666666667
5445,STONECUTTER/UTAMA TO,Hero,559,na,36,630.0,0.8873015873015873
5446,STONE,Hero,105,na,15,105.0,1.0
5447,STONE-FACE,Hero,28,na,8,28.0,1.0
5448,STONE II,Hero,74,na,13,78.0,0.9487179487179487
5449,"STONE, JOHN",Hero,78,na,13,78.0,1.0
5450,"STONE, LT. MARCUS",Hero,4452,na,165,13530.0,0.32904656319290465
5451,"STONE, MARGARET",Hero,153,na,18,153.0,1.0
5452,"STONE, MEG",Hero,276,na,24,276.0,1.0
5453,"STONE, NELSON",Hero,78,na,13,78.0,1.0
5454,"STONE, TIBERIUS",Hero,250,na,25,300.0,0.8333333333333334
5455,STONEWALL/LOUIS HAMI,Hero,2125,na,82,3321.0,0.639867509786209
5456,STORM 2013,Hero,426,na,35,595.0,0.7159663865546219
5457,"STORM, CHILI",Hero,819,na,41,820.0,0.998780487804878
5458,STORM DOPPELGANGER,Villain,1485,na,55,1485.0,1.0
5459,STORM DOPPELGANGER I,Villain,2693,na,75,2775.0,0.9704504504504504
5460,STORMER,Hero,6,na,4,6.0,1.0
5461,"STORM, JOHNNY | MUTA",Hero,445,na,34,561.0,0.7932263814616756
5462,STORM/ORORO MUNROE S,Hero,61894,na,1094,597871.0,0.10352400434207379
5463,"STORM, SUE | TIMESLI",Hero,325,na,26,325.0,1.0
5464,STRACU,Hero,119,na,16,120.0,0.9916666666666667
5465,"STRANG, COL./LT. GAR",Hero,536,na,49,1176.0,0.4557823129251701
5466,STRANGE,Hero,22,na,9,36.0,0.6111111111111112
5467,STRANGER,Hero,5846,na,164,13366.0,0.43737842286398326
5468,STRANGLEHOLD,Hero,259,na,24,276.0,0.9384057971014492
5469,STRANGLER,Hero,181,na,21,210.0,0.861904761904762
5470,STRIDER,Hero,3809,na,133,8778.0,0.4339257233994076
5471,STRIKER,Hero,10,na,5,10.0,1.0
5472,"STRIKER, SAM",Hero,131,na,17,136.0,0.9632352941176471
5473,"STRINGER, AMY",Hero,10,na,5,10.0,1.0
5474,STROBE/,Hero,2068,na,79,3081.0,0.6712106458941902
5475,STRONGARM/,Hero,1449,na,55,1485.0,0.9757575757575757
5476,STRONGARM II/ARMSTRO,Hero,45,na,10,45.0,1.0
5477,STRONG GUY DOPPELGAN,Hero,4743,na,101,5050.0,0.9392079207920792
5478,STRONG GUY/GUIDO CAR,Hero,17367,na,328,53628.0,0.32384202282389796
5479,STRONG GUY | MUTANT,Hero,1176,na,49,1176.0,1.0
5480,STRONGHOLD/,Hero,180,na,20,190.0,0.9473684210526315
5481,"STRONG, MARTIN HENRY",Hero,179,na,22,231.0,0.7748917748917749
5482,"STRONG, SUSAN",Hero,122,na,17,136.0,0.8970588235294118
5483,STRONTIUM-90/,Hero,21,na,7,21.0,1.0
5484,"STROUD, SIMON",Hero,97,na,19,171.0,0.5672514619883041
5485,"STROUGHTON, WILLIAM",Hero,105,na,15,105.0,1.0
5486,"STRUCKER, ANDREA",Hero,4649,na,166,13695.0,0.3394669587440672
5487,"STRUCKER, ANDREAS",Hero,4703,na,168,14028.0,0.33525805531793557
5488,"STRUNK, BELLA",Hero,3,na,3,3.0,1.0
5489,STRYFE,Villain,3919,na,134,8911.0,0.4397935136348334
5490,"STRYKER, WILLIS",Villain,231,na,28,378.0,0.6111111111111112
5491,"ST. THOMAS, JULES",Hero,2719,na,80,3160.0,0.8604430379746836
5492,"STUART, BRIG. ALYSAN",Hero,2493,na,96,4560.0,0.5467105263157894
5493,"STUART, DR. ALISTAIR",Hero,2779,na,115,6555.0,0.42395118230358503
5494,"STUART, DR.",Hero,346,na,29,406.0,0.8522167487684729
5495,STUNNER/ANGELINA BRA,Hero,1011,na,67,2211.0,0.45725915875169604
5496,STUNT-MASTER/GEORGE,Hero,1554,na,77,2926.0,0.5311004784688995
5497,"STURDY, PROF. KENNET",Hero,679,na,41,820.0,0.8280487804878048
5498,"STYGE, REV.",Hero,52,na,12,66.0,0.7878787878787878
5499,STYGIAN STARBENDER,Hero,675,na,44,946.0,0.7135306553911205
5500,STYGLUT/,Hero,66,na,12,66.0,1.0
5501,STYRAK,Hero,66,na,12,66.0,1.0
5502,STYX II,Hero,10,na,5,10.0,1.0
5503,STYX/JACOB EICHORN,Hero,74,na,13,78.0,0.9487179487179487
5504,"SUAREZ, RAPHAEL",Hero,216,na,23,253.0,0.8537549407114624
5505,SUB-MARINER | MUTANT,Hero,1377,na,58,1653.0,0.8330308529945554
5506,SUB-MARINER/NAMOR MA,Hero,52355,na,1006,505515.0,0.10356764883336796
5507,"SU, DR. KO BIN",Hero,461,na,35,595.0,0.7747899159663866
5508,"SUEE, FAH LO",Hero,60,na,12,66.0,0.9090909090909091
5509,SUGAR MAN,Villain,2034,na,74,2701.0,0.753054424287301
5510,SUICIDE/CHRIS DANIEL,Hero,15,na,6,15.0,1.0
5511,"SUKHAROV, DIMITRI",Hero,10,na,5,10.0,1.0
5512,"SUKHAROV, VIKTORIA",Hero,10,na,5,10.0,1.0
5513,"SUMMERS, DEBORAH",Hero,36,na,9,36.0,1.0
5514,"SUMMERS, MADELYNE MA",Hero,10701,na,263,34453.0,0.3105970452500508
5515,"SUMMERS, NATHAN CHRI",Hero,25481,na,608,184528.0,0.13808744472383594
5516,"SUMMERS, PHILIP",Hero,36,na,9,36.0,1.0
5517,"SUMMERS, SCOTT III |",Hero,2030,na,97,4656.0,0.43599656357388317
5518,SUMO,Hero,578,na,39,741.0,0.7800269905533064
5519,SUNDANCE,Hero,10,na,5,10.0,1.0
5520,SUNDER,Villain,2881,na,98,4753.0,0.6061434883231643
5521,SUNDOWN/DR. DAVE LOW,Hero,491,na,35,595.0,0.8252100840336134
5522,SUNDRAGON/PAMELA DOU,Hero,32,na,10,45.0,0.7111111111111111
5523,SUNFIRE/SHIRO YASHID,Hero,190,na,20,190.0,1.0
5524,SUNFIRE/SHIRO YOSHID,Hero,20028,na,380,72010.0,0.2781280377725316
5525,"SUN, LIN",Hero,451,na,43,903.0,0.4994462901439646
5526,SUNSET GRACE,Hero,6,na,4,6.0,1.0
5527,SUNSET,Hero,3,na,3,3.0,1.0
5528,SUNSHINE/AUTUMN MACR,Hero,487,na,42,861.0,0.5656213704994193
5529,SUNSPOT/ROBERTO DACO,Hero,25434,na,551,151525.0,0.167853489523181
5530,SUNSPYRE/LEYU YOSHID,Hero,119,na,16,120.0,0.9916666666666667
5531,SUNSTROKE/,Villain,1923,na,65,2080.0,0.9245192307692308
5532,SUN-TAO,Hero,18,na,7,21.0,0.8571428571428571
5533,SUNTURION/ARTHUR DEA,Villain,429,na,43,903.0,0.4750830564784053
5534,SUNTURION II/MIKE ST,Villain,1,na,2,1.0,1.0
5535,SUPER-ADAPTOID/ALESS,Villain,2895,na,109,5886.0,0.49184505606523954
5536,SUPER-ANDROID F-4,Hero,34,na,9,36.0,0.9444444444444444
5537,SUPERCHARGER/,Hero,1923,na,65,2080.0,0.9245192307692308
5538,"SUPERIA/WENTWORTH, D",Hero,1351,na,67,2211.0,0.6110357304387155
5539,SUPER-NOVA,Hero,184,na,20,190.0,0.968421052631579
5540,SUPER-PATRIOT,Villain,15,na,6,15.0,1.0
5541,SUPER SABRE/MARTIN F,Hero,2476,na,107,5671.0,0.43660730029977074
5542,SUPER SKRULL/KL'RT,Hero,7285,na,185,17020.0,0.4280258519388954
5543,SUPREME COMMANDER,Hero,90,na,15,105.0,0.8571428571428571
5544,SUPREME INTELLIGENCE,Hero,10303,na,239,28441.0,0.36225871101578705
5545,SUPREME ONE,Hero,53,na,11,55.0,0.9636363636363636
5546,SUPREMOR,Hero,855,na,47,1081.0,0.7909343200740055
5547,SURESHOT,Hero,293,na,27,351.0,0.8347578347578347
5548,SURGEON GENERAL/ANGE,Hero,15,na,6,15.0,1.0
5549,SURGE,Hero,10,na,5,10.0,1.0
5550,SURTUR,Hero,1527,na,74,2701.0,0.5653461680858941
5551,"SUTTON, JOHN",Hero,78,na,13,78.0,1.0
5552,"SUVOROV, ADMIRAL GRI",Hero,424,na,30,435.0,0.9747126436781609
5553,SUWAN,Hero,284,na,32,496.0,0.5725806451612904
5554,SUZIE,Hero,20,na,7,21.0,0.9523809523809523
5555,SVAROG,Hero,1225,na,50,1225.0,1.0
5556,SVYATOGOR/SASHA POKR,Hero,91,na,14,91.0,1.0
5557,"SWANN, DR. EVAN",Hero,1549,na,75,2775.0,0.5581981981981982
5558,SWARM/FRITZ VON MEYE,Hero,181,na,26,325.0,0.556923076923077
5559,SWEEPZWEAK,Hero,171,na,19,171.0,1.0
5560,SWIFT/,Hero,21,na,7,21.0,1.0
5561,SWITCH/DEVON ALOMAR,Hero,245,na,24,276.0,0.8876811594202898
5562,"SWITZLER, BEVERLY",Hero,605,na,51,1275.0,0.4745098039215686
5563,SWORDSMAN II/COTATI,Hero,1182,na,72,2556.0,0.4624413145539906
5564,SWORDSMAN III/PHILIP,Hero,4318,na,137,9316.0,0.4635036496350365
5565,SWORDSMAN IV/,Hero,21,na,7,21.0,1.0
5566,SWORDSMAN/JACQUES DU,Hero,7344,na,178,15753.0,0.46619691487335746
5567,SYBIL,Hero,15,na,6,15.0,1.0
5568,SYBYL DORN,Hero,583,na,37,666.0,0.8753753753753754
5569,SYLPH,Hero,6,na,4,6.0,1.0
5570,S'YM,Villain,4515,na,140,9730.0,0.46402877697841727
5571,SYNAPSE/,Hero,36,na,9,36.0,1.0
5572,SYNARIO/ANGELA BRADF,Hero,21,na,7,21.0,1.0
5573,SYNCH/EVERETT THOMAS,Hero,6228,na,217,23436.0,0.26574500768049153
5574,SYNRAITH,Hero,210,na,21,210.0,1.0
5575,SYPHONN,Hero,55,na,11,55.0,1.0
5576,SYRRH,Hero,3,na,3,3.0,1.0
5577,"SZARDOS, MARGALI",Hero,5296,na,160,12720.0,0.41635220125786165
5578,"SZARDOS, STEFAN",Hero,6,na,4,6.0,1.0
5579,SZARKUS,Hero,78,na,13,78.0,1.0
5580,"TABESHAW, HARRY",Hero,76,na,14,91.0,0.8351648351648352
5581,TABOO,Hero,215,na,24,276.0,0.7789855072463768
5582,TABULA RASA,Hero,36,na,9,36.0,1.0
5583,TABUR,Villain,6,na,4,6.0,1.0
5584,TAE,Hero,66,na,12,66.0,1.0
5585,TAGAK,Hero,871,na,44,946.0,0.9207188160676533
5586,TAGAR,Hero,1164,na,72,2556.0,0.45539906103286387
5587,TAIFU/TOSHIO SASAKI,Hero,382,na,31,465.0,0.821505376344086
5588,TAI II,Hero,2298,na,108,5778.0,0.39771547248182765
5589,TAI,Hero,181,na,23,253.0,0.7154150197628458
5590,"TAKACHIHO, HIRO",Hero,2005,na,80,3160.0,0.634493670886076
5591,"TAKACHIHO, MRS.",Hero,36,na,9,36.0,1.0
5592,"TAKAHAMA, JANE",Hero,327,na,28,378.0,0.8650793650793651
5593,"TAKAHAMA, ROBERT",Hero,327,na,28,378.0,0.8650793650793651
5594,"TAKAHASHI, REI",Hero,55,na,11,55.0,1.0
5595,TAKAR,Hero,28,na,8,28.0,1.0
5596,"TAKIMOTO, RON",Hero,170,na,20,190.0,0.8947368421052632
5597,TAKU,Hero,537,na,39,741.0,0.7246963562753036
5598,"TALBOT, GLENN",Villain,3082,na,127,8001.0,0.3852018497687789
